"","full_name","position","team","targets","rec","rec_yards","air_yards","yac","td","adot","racr","ms_air","tgt_share","wopr","ppr"
"1","Demaryius Thomas","WR","DEN",142,92,1430,1385,707,14,9.8,1.03,0.27,0.21,0.5,319
"2","Josh Gordon","WR","CLE",159,87,1646,2133,675,9,13.4,0.77,0.44,0.27,0.71,314.4
"3","A.J. Green","WR","CIN",178,98,1426,2232,390,11,12.5,0.64,0.45,0.3,0.77,306.6
"4","Jimmy Graham","TE","NO",142,86,1215,1366,406,16,9.6,0.89,0.27,0.22,0.52,303.5
"5","Brandon Marshall","WR","CHI",164,100,1295,2000,279,12,12.2,0.65,0.4,0.28,0.7,301.5
"6","Antonio Brown","WR","PIT",165,109,1438,1785,559,8,10.8,0.81,0.37,0.29,0.69,301.2
"7","Dez Bryant","WR","DAL",159,93,1249,1835,550,13,11.5,0.68,0.4,0.27,0.69,296
"8","Alshon Jeffery","WR","CHI",149,89,1421,1824,411,7,12.2,0.78,0.36,0.26,0.64,283.6
"9","Eric Decker","WR","DEN",136,87,1288,1543,387,11,11.3,0.83,0.3,0.2,0.51,281.8
"10","Pierre Garcon","WR","WAS",182,113,1345,1697,649,5,9.3,0.79,0.33,0.3,0.68,279.4
"11","DeSean Jackson","WR","PHI",126,82,1332,1656,528,9,13.1,0.8,0.33,0.25,0.61,269.4
"12","Jordy Nelson","WR","GB",127,85,1314,1354,420,8,10.7,0.97,0.31,0.22,0.55,264.4
"13","Julian Edelman","WR","NE",151,105,1056,1231,485,6,8.2,0.86,0.23,0.24,0.52,247.7
"14","Larry Fitzgerald","WR","ARI",135,82,954,1383,333,10,10.2,0.69,0.25,0.24,0.53,238.2
"15","Keenan Allen","WR","SD",104,71,1046,1084,398,8,10.4,0.96,0.27,0.2,0.49,223.6
"16","T.Y. Hilton","WR","IND",139,83,1086,1622,394,5,11.7,0.67,0.34,0.24,0.6,221.9
"17","Julius Thomas","TE","DEN",90,65,788,596,403,12,6.6,1.32,0.13,0.15,0.31,215.8
"18","Vernon Davis","TE","SF",84,52,850,1129,264,13,13.4,0.75,0.3,0.22,0.54,215
"19","Kendall Wright","WR","TEN",139,94,1079,1098,548,2,7.9,0.98,0.23,0.26,0.55,213.9
"20","Jason Witten","TE","DAL",111,73,851,896,327,8,8.1,0.95,0.2,0.19,0.42,206.1
"21","Harry Douglas","WR","ATL",132,85,1067,1132,507,2,8.6,0.94,0.25,0.2,0.48,203.7
"22","Torrey Smith","WR","BAL",137,65,1128,2122,359,4,15.5,0.53,0.37,0.22,0.59,201.8
"23","Michael Floyd","WR","ARI",113,66,1054,1544,282,5,13.7,0.68,0.28,0.2,0.49,201.4
"24","Mike Wallace","WR","MIA",140,73,930,2102,283,5,15,0.44,0.38,0.24,0.63,199.3
"25","Greg Olsen","TE","CAR",111,73,816,986,328,6,8.9,0.83,0.23,0.23,0.51,190.6
"26","Marvin Jones","WR","CIN",80,51,712,838,243,10,10.5,0.85,0.17,0.14,0.32,188.7
"27","Antonio Gates","TE","SD",113,77,872,756,398,4,6.7,1.15,0.18,0.21,0.44,188.2
"28","Golden Tate","WR","SEA",99,64,898,1078,471,5,10.9,0.83,0.27,0.24,0.54,186.9
"29","Charles Clay","TE","MIA",99,67,737,663,356,5,6.7,1.11,0.12,0.17,0.34,178.2
"30","Emmanuel Sanders","WR","PIT",108,65,701,1164,301,6,10.8,0.6,0.24,0.19,0.45,173.6
"31","Martellus Bennett","TE","CHI",94,65,759,662,369,5,7,1.15,0.13,0.16,0.34,170.9
"32","Doug Baldwin","WR","SEA",73,50,778,844,219,5,11.6,0.92,0.21,0.17,0.41,158.4
"33","Delanie Walker","TE","TEN",86,60,571,734,173,6,8.5,0.78,0.16,0.17,0.37,153.1
"34","Cordarrelle Patterson","WR","MIN",77,45,469,594,277,4,7.7,0.79,0.13,0.14,0.3,149.7
"35","Jared Cook","TE","STL",85,51,671,785,260,5,9.2,0.85,0.2,0.17,0.39,148.1
"36","Terrance Williams","WR","DAL",74,44,736,997,204,5,13.5,0.74,0.23,0.13,0.36,148
"37","DeAndre Hopkins","WR","HOU",91,52,802,1239,178,2,13.6,0.65,0.24,0.14,0.38,144.2
"38","Brandon LaFell","WR","CAR",85,49,627,992,257,5,11.7,0.63,0.24,0.19,0.45,143.2
"39","Coby Fleener","TE","IND",87,52,608,764,256,4,8.8,0.8,0.16,0.15,0.34,136.8
"40","Danny Amendola","WR","NE",83,54,633,667,249,2,8,0.95,0.17,0.17,0.38,129.4
"41","Kenny Stills","WR","NO",50,32,641,789,197,5,15.8,0.81,0.15,0.08,0.22,127.1
"42","Tavon Austin","WR","STL",69,40,418,479,229,4,6.9,0.87,0.14,0.16,0.33,126.9
"43","Ted Ginn","WR","CAR",68,36,556,986,211,5,14.5,0.56,0.23,0.14,0.38,124.5
"44","Rob Gronkowski","TE","NE",66,39,592,711,194,4,10.8,0.83,0.29,0.23,0.55,122.2
"45","Robert Woods","WR","BUF",85,40,587,1122,131,3,13.2,0.52,0.28,0.19,0.48,118.3
"46","Brent Celek","TE","PHI",51,32,502,465,284,6,9.1,1.08,0.09,0.1,0.22,118.2
"47","Jermaine Gresham","TE","CIN",68,46,461,421,268,4,6.2,1.1,0.1,0.14,0.27,116.1
"48","Jordan Reed","TE","WAS",59,45,499,375,248,3,6.4,1.33,0.13,0.17,0.34,114.7
"49","Jeremy Kerley","WR","NYJ",72,43,523,679,140,3,9.4,0.77,0.22,0.2,0.45,114.4
"50","Julio Jones","WR","ATL",59,41,580,615,245,2,10.4,0.94,0.41,0.27,0.69,111.7
"51","Zach Ertz","TE","PHI",57,36,469,567,158,4,9.9,0.83,0.12,0.12,0.26,106.9
"52","Mohamed Sanu","WR","CIN",77,47,455,785,249,2,10.2,0.58,0.16,0.13,0.31,106.1
"53","Randall Cobb","WR","GB",47,31,433,381,177,4,8.1,1.14,0.2,0.21,0.46,106.1
"54","Mychal Rivera","TE","OAK",59,38,407,531,91,4,9,0.77,0.13,0.11,0.26,102.7
"55","Andre Roberts","WR","ARI",76,43,471,834,128,2,11,0.56,0.15,0.13,0.31,102.1
"56","Rishard Matthews","WR","MIA",65,40,445,595,148,2,9.2,0.75,0.12,0.13,0.28,96.5
"57","Tyler Eifert","TE","CIN",60,39,445,473,227,2,7.9,0.94,0.1,0.11,0.23,95.5
"58","Cole Beasley","WR","DAL",54,39,366,245,196,2,4.5,1.49,0.06,0.11,0.21,87.6
"59","Jarius Wright","WR","MIN",43,26,434,642,118,3,14.9,0.68,0.14,0.08,0.22,87.4
"60","Marcedes Lewis","TE","JAC",47,25,359,315,229,4,6.7,1.14,0.14,0.13,0.29,84.9
"61","Lance Kendricks","TE","STL",46,32,258,208,108,4,4.5,1.24,0.06,0.1,0.2,81.8
"62","Jermaine Kearse","WR","SEA",38,22,346,671,37,4,17.7,0.52,0.18,0.1,0.28,80.6
"63","Kyle Rudolph","TE","MIN",46,30,313,405,122,3,8.8,0.77,0.16,0.16,0.36,79.3
"64","Justin Hunter","WR","TEN",42,18,354,727,126,4,17.3,0.49,0.19,0.1,0.28,77.4
"65","Justin Blackmon","WR","JAC",48,29,415,384,243,1,8,1.08,0.36,0.31,0.72,76.4
"66","Andre Holmes","WR","OAK",52,25,431,734,130,1,14.1,0.59,0.27,0.16,0.43,74.1
"67","Logan Paulsen","TE","WAS",50,28,267,352,96,3,7,0.76,0.07,0.09,0.18,72.7
"68","Terrelle Pryor","WR","OAK",0,0,0,2040,0,0,Inf,0,0.74,0,0.52,69
"69","Darrius Heyward-Bey","WR","IND",64,29,309,658,124,1,10.3,0.47,0.14,0.12,0.27,68.5
"70","Sean McGrath","TE","KC",40,26,302,295,140,2,7.4,1.02,0.1,0.09,0.2,68.2
"71","Aldrick Robinson","WR","WAS",46,18,365,862,86,2,18.7,0.42,0.2,0.09,0.27,66.1
"72","Clay Harbor","TE","JAC",35,24,292,277,127,2,7.9,1.05,0.08,0.07,0.16,65.2
"73","Marquise Goodwin","WR","BUF",32,17,283,639,45,3,20,0.44,0.2,0.08,0.27,64.6
"74","Anthony Fasano","TE","KC",34,23,200,256,73,3,7.5,0.78,0.12,0.11,0.24,61
"75","Brian Quick","WR","STL",35,18,302,386,105,2,11,0.78,0.11,0.08,0.19,60.2
"76","Jim Dray","TE","ARI",32,26,215,135,105,2,4.2,1.59,0.03,0.06,0.11,59.5
"77","Ed Dickson","TE","BAL",43,25,273,379,101,1,8.8,0.72,0.07,0.08,0.17,58.3
"78","Michael Crabtree","WR","SF",33,19,284,310,135,1,9.4,0.92,0.25,0.23,0.53,53.4
"79","Benjamin Watson","TE","NO",29,18,212,311,80,2,10.7,0.68,0.07,0.05,0.13,51.2
"80","Luke Willson","TE","SEA",27,19,257,157,176,1,5.8,1.64,0.05,0.08,0.16,50.7
"81","Ryan Griffin","TE","HOU",28,19,252,268,98,1,9.6,0.94,0.08,0.07,0.15,50.2
"82","Michael Hoomanawanui","TE","NE",19,12,136,142,71,1,7.5,0.96,0.04,0.05,0.11,31.6
"83","Dwayne Harris","WR","DAL",14,9,80,100,36,2,7.1,0.8,0.03,0.03,0.06,29.6
"84","Jaron Brown","WR","ARI",17,10,127,206,32,1,12.1,0.62,0.05,0.04,0.09,28.7
"85","Levine Toilolo","TE","ATL",14,11,55,43,27,2,3.1,1.28,0.01,0.03,0.06,28.5
"86","Kenny Britt","WR","TEN",35,11,96,459,13,0,13.1,0.21,0.14,0.1,0.24,20.6
"87","Travis Benjamin","WR","CLE",13,5,105,243,60,0,18.7,0.43,0.09,0.04,0.12,20
"88","Vance McDonald","TE","SF",19,8,119,238,47,0,12.5,0.5,0.09,0.07,0.17,19.9
"89","Deonte Thompson","WR","BAL",20,10,96,238,17,0,11.9,0.4,0.13,0.11,0.25,19.6
"90","Brice Butler","WR","OAK",17,9,103,186,33,0,10.9,0.55,0.11,0.08,0.19,19.3
"91","James Hanna","TE","DAL",15,12,73,19,61,0,1.3,3.84,0.01,0.04,0.07,19.3
"92","Chris Hogan","WR","BUF",17,10,83,129,29,0,7.6,0.64,0.04,0.05,0.1,18.3
"93","Brittan Golden","WR","ARI",10,4,136,180,75,0,18,0.76,0.09,0.05,0.15,17.6
"94","Rhett Ellison","TE","MIN",10,5,61,32,40,1,3.2,1.91,0.01,0.04,0.07,17.1
"95","Chris Gragg","TE","BUF",7,5,53,52,10,1,7.4,1.02,0.14,0.11,0.26,16.3
"96","Josh Hill","TE","NO",10,6,44,60,33,1,6,0.73,0.03,0.04,0.09,15.6
"97","Dion Sims","TE","MIA",10,6,32,51,4,1,5.1,0.63,0.02,0.04,0.07,15.2
"98","Virgil Green","TE","DEN",12,9,45,42,19,0,3.5,1.07,0.01,0.02,0.04,13.5
"99","Lee Smith","TE","BUF",9,5,78,55,41,0,6.1,1.42,0.02,0.03,0.06,12.8
"100","Markus Wheaton","WR","PIT",13,6,64,159,36,0,12.2,0.4,0.07,0.04,0.11,12.4
"101","Niles Paul","TE","WAS",8,4,51,51,22,0,6.4,1,0.01,0.02,0.03,9.1
"102","Dwayne Allen","TE","IND",2,1,20,34,5,1,17,0.59,0.13,0.09,0.22,9
"103","MarQueis Gray","TE","CLE",9,2,8,92,6,0,10.2,0.09,0.03,0.03,0.07,7.1
"104","Jack Doyle","TE","IND",7,5,19,3,13,0,0.4,6.33,0,0.03,0.05,6.9
"105","Garrett Celek","TE","SF",4,2,38,41,32,0,10.2,0.93,0.04,0.03,0.07,5.8
"106","Nick Williams","WR","WAS",11,3,15,104,1,0,9.5,0.14,0.06,0.06,0.13,4.5
"107","Eric Weems","WR","CHI",2,1,8,22,4,0,11,0.36,0.01,0.01,0.02,1.8
"108","Brandon Tate","WR","CIN",2,1,6,13,0,0,6.5,0.46,0,0,0.01,1.6
"109","Brandon Williams","TE","CAR",0,0,0,0,0,0,NA,NA,0,0,0,0
"110","Josh Bellamy","WR","WAS",0,0,0,0,0,0,NA,NA,0,0,0,0
"111","Matthew Slater","WR","NE",0,0,0,0,0,0,NA,NA,0,0,0,0
"112","Russell Shepard","WR","TB",0,0,0,0,0,0,NA,NA,0,0,0,0
